"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"0","Warehouse_CHI","Houston","UPS","Saturday",2023-09-02,2023-09-07,5,2001,21.6,251.91
"0","Warehouse_DEN","San Francisco","FedEx","Friday",2023-12-29,2024-01-02,4,1179,17.2,226.51
"0","Warehouse_BOS","Detroit","LaserShip","Wednesday",2023-08-30,2023-09-04,5,251,25.7,62.58
"1","Warehouse_SEA","Detroit","UPS","Sunday",2023-02-12,2023-02-27,15,205,48.2,79.74
"0","Warehouse_LA","Los Angeles","UPS","Saturday",2023-01-28,2023-01-31,3,926,51.5,165.79
"0","Warehouse_SF","Detroit","OnTrac","Friday",2023-04-14,2023-04-17,3,365,26.6,68.27
"0","Warehouse_SF","Portland","UPS","Thursday",2023-03-30,2023-04-03,4,1334,127,342.1
"0","Warehouse_ATL","Dallas","UPS","Tuesday",2023-04-11,2023-04-13,2,326,25.9,70.31
"0","Warehouse_BOS","Seattle","OnTrac","Thursday",2023-02-23,2023-03-02,7,2207,13.2,300.36
"0","Warehouse_SEA","Houston","OnTrac","Friday",2023-12-29,2024-01-01,3,656,14.2,109.64
"0","Warehouse_SEA","Portland","LaserShip","Monday",2023-06-26,2023-06-29,3,761,16.6,105.6
"0","Warehouse_NYC","Houston","FedEx","Monday",2023-01-02,2023-01-07,5,1322,17.8,196.28
"0","Warehouse_LA","Houston","DHL","Friday",2023-07-21,2023-07-27,6,1933,57.2,339.55
"1","Warehouse_CHI","San Francisco","Amazon Logistics","Saturday",2023-04-01,2023-04-05,4,435,9,67.94
"0","Warehouse_CHI","Phoenix","DHL","Monday",2023-04-17,2023-04-22,5,1949,52.4,339.51
"0","Warehouse_LA","Denver","LaserShip","Monday",2023-08-28,2023-09-03,6,638,20.5,105.64
"0","Warehouse_DEN","Chicago","Amazon Logistics","Sunday",2023-12-10,2023-12-15,5,1876,34.9,296.79
"0","Warehouse_HOU","San Francisco","FedEx","Wednesday",2023-10-18,2023-10-24,6,1762,73,347.07
"0","Warehouse_ATL","Miami","Amazon Logistics","Tuesday",2023-09-26,2023-09-30,4,1274,37.9,183.19
"1","Warehouse_ATL","Boston","USPS","Tuesday",2023-12-19,2023-12-24,5,2412,80.1,423.48
"0","Warehouse_NYC","Houston","FedEx","Thursday",2023-03-09,2023-03-11,2,131,28.5,54.64
"0","Warehouse_BOS","Minneapolis","Amazon Logistics","Friday",2023-01-13,2023-01-19,6,2297,27.9,311.69
"0","Warehouse_SEA","Atlanta","FedEx","Wednesday",2023-09-20,2023-09-26,6,1772,11.9,263.5
"0","Warehouse_BOS","Detroit","USPS","Thursday",2023-05-04,2023-05-10,6,2316,18.7,264.01
"0","Warehouse_NYC","Chicago","USPS","Saturday",2023-04-08,2023-04-11,3,790,26.3,113.91
"0","Warehouse_NYC","Minneapolis","FedEx","Friday",2023-07-21,2023-07-26,5,2180,50.9,324.7
"0","Warehouse_HOU","San Francisco","UPS","Thursday",2023-03-02,2023-03-07,5,1362,47.2,231.01
"0","Warehouse_LA","Phoenix","UPS","Monday",2023-01-09,2023-01-13,4,373,13,59.81
"0","Warehouse_LA","Chicago","LaserShip","Wednesday",2023-11-22,2023-11-27,5,1750,43.7,283.67
"0","Warehouse_LA","Denver","DHL","Saturday",2023-05-06,2023-05-09,3,1178,4.1,168.66
"1","Warehouse_SF","Detroit","DHL","Friday",2023-04-07,2023-04-23,16,2348,22.1,381.8
"0","Warehouse_DEN","Seattle","OnTrac","Monday",2023-02-20,2023-02-26,6,2095,25.1,298.55
"0","Warehouse_HOU","Seattle","OnTrac","Sunday",2023-01-29,2023-01-30,1,663,24.3,115.18
"0","Warehouse_MIA","Denver","USPS","Thursday",2023-04-27,2023-05-02,5,2054,8.6,232.52
"0","Warehouse_SEA","Seattle","LaserShip","Thursday",2023-12-07,2023-12-13,6,2197,5.3,325.32
"0","Warehouse_CHI","Minneapolis","LaserShip","Friday",2023-01-06,2023-01-12,6,2368,5.7,29.11
"0","Warehouse_BOS","Chicago","USPS","Saturday",2023-02-25,2023-03-03,6,1989,29.3,277.17
"1","Warehouse_LA","Detroit","UPS","Tuesday",2023-10-10,2023-10-21,11,845,47.8,169.45
"1","Warehouse_SF","Phoenix","OnTrac","Saturday",2023-09-16,2023-09-30,14,130,21.2,45.18
"1","Warehouse_HOU","Phoenix","LaserShip","Tuesday",2023-06-20,2023-06-23,3,1020,20,134.57
"0","Warehouse_SEA","Portland","USPS","Sunday",2023-04-02,2023-04-07,5,598,8.4,83.54
"1","Warehouse_LA","Chicago","DHL","Sunday",2023-05-07,2023-05-15,8,1743,18.7,286.31
"0","Warehouse_SF","Atlanta","DHL","Wednesday",2023-10-04,2023-10-08,4,1866,35.3,316.54
"0","Warehouse_SEA","Los Angeles","Amazon Logistics","Wednesday",2023-12-27,2023-12-31,4,1413,12.7,208.88
"0","Warehouse_MIA","San Francisco","LaserShip","Monday",2023-10-23,2023-10-25,2,956,28,146.54
"0","Warehouse_DEN","New York","FedEx","Friday",2023-10-20,2023-10-24,4,1580,12,210.09
"0","Warehouse_NYC","Minneapolis","USPS","Sunday",2023-09-03,2023-09-07,4,1216,15.1,152.29
"0","Warehouse_BOS","Dallas","FedEx","Wednesday",2023-03-08,2023-03-14,6,2066,28.6,328.6
"1","Warehouse_NYC","Los Angeles","OnTrac","Saturday",2023-12-09,2023-12-12,3,855,40.9,186.93
"0","Warehouse_MIA","Detroit","USPS","Saturday",2023-07-22,2023-07-25,3,298,20.7,57.14
"1","Warehouse_MIA","Houston","USPS","Thursday",2023-09-14,2023-09-24,10,2311,67.2,359.97
"0","Warehouse_ATL","Phoenix","FedEx","Tuesday",2023-11-14,2023-11-17,3,214,35.2,87.57
"1","Warehouse_MIA","Boston","USPS","Monday",2023-01-23,2023-02-07,15,1859,14.9,220.29
"1","Warehouse_CHI","Atlanta","USPS","Thursday",2023-05-04,2023-05-15,11,2199,8.6,258.78
"0","Warehouse_MIA","Detroit","Amazon Logistics","Wednesday",2023-03-08,2023-03-13,5,2330,40.8,314.97
"0","Warehouse_ATL","Boston","FedEx","Friday",2023-12-29,2024-01-01,3,505,26.8,120.06
"0","Warehouse_MIA","Boston","OnTrac","Wednesday",2023-08-16,2023-08-21,5,1617,12,190.22
"0","Warehouse_DEN","New York","UPS","Tuesday",2023-09-26,2023-09-30,4,1270,54.5,215.64
"0","Warehouse_DEN","Atlanta","Amazon Logistics","Monday",2023-04-03,2023-04-07,4,2007,43.5,288.61
"0","Warehouse_CHI","Denver","USPS","Friday",2023-11-17,2023-11-21,4,1000,12.5,159.23
"1","Warehouse_LA","New York","USPS","Tuesday",2023-07-25,2023-08-03,9,105,4.3,17.89
"0","Warehouse_BOS","Los Angeles","Amazon Logistics","Sunday",2023-04-30,2023-05-04,4,813,41.2,137.96
"0","Warehouse_BOS","Chicago","LaserShip","Wednesday",2023-03-08,2023-03-14,6,1746,18.3,232.16
"0","Warehouse_SF","Atlanta","OnTrac","Thursday",2023-02-09,2023-02-14,5,1911,25.8,276.98
"0","Warehouse_SEA","Denver","LaserShip","Sunday",2023-05-21,2023-05-27,6,1816,6.5,206.26
"1","Warehouse_SEA","Boston","OnTrac","Thursday",2023-08-31,2023-09-16,16,1482,15.5,191.24
"0","Warehouse_DEN","Phoenix","DHL","Friday",2023-06-02,2023-06-04,2,998,23.6,159.12
"0","Warehouse_HOU","Boston","FedEx","Wednesday",2023-05-03,2023-05-05,2,470,27.1,105.17
"0","Warehouse_SF","Miami","UPS","Thursday",2023-09-28,2023-10-03,5,2455,19.7,305.45
"0","Warehouse_BOS","Atlanta","LaserShip","Wednesday",2023-02-08,2023-02-11,3,559,31.2,114.2
"0","Warehouse_BOS","Phoenix","OnTrac","Thursday",2023-06-01,2023-06-07,6,2384,14.8,319.39
"0","Warehouse_LA","Dallas","OnTrac","Sunday",2023-12-31,2024-01-03,3,1435,88,322.1
"1","Warehouse_MIA","Boston","FedEx","Sunday",2023-11-26,2023-12-16,20,1525,17.9,247.56
"0","Warehouse_DEN","Chicago","LaserShip","Wednesday",2023-01-25,2023-01-29,4,698,11,98.73
"1","Warehouse_BOS","Denver","Amazon Logistics","Friday",2023-09-29,2023-10-08,9,1920,16.3,247.24
"0","Warehouse_BOS","Portland","LaserShip","Thursday",2023-11-09,2023-11-12,3,958,32.7,180.59
"0","Warehouse_HOU","Detroit","OnTrac","Wednesday",2023-10-18,2023-10-22,4,2057,16.3,248.97
"0","Warehouse_DEN","San Francisco","UPS","Wednesday",2023-01-04,2023-01-07,3,1148,10.5,161.38
"0","Warehouse_BOS","Boston","DHL","Friday",2023-07-21,2023-07-28,7,2221,26.5,373.28
"0","Warehouse_HOU","Phoenix","FedEx","Sunday",2023-07-02,2023-07-08,6,2287,17.2,331.37
"0","Warehouse_MIA","Seattle","DHL","Saturday",2023-08-19,2023-08-23,4,1807,24.1,256.71
"0","Warehouse_BOS","New York","LaserShip","Friday",2023-06-09,2023-06-15,6,2362,38.8,361.92
"0","Warehouse_LA","Phoenix","Amazon Logistics","Monday",2023-02-20,2023-02-22,2,373,12.9,61
"0","Warehouse_SEA","Phoenix","Amazon Logistics","Friday",2023-05-19,2023-05-21,2,544,20.3,86.78
"0","Warehouse_CHI","Miami","OnTrac","Monday",2023-08-14,2023-08-18,4,1350,39.9,220.09
"0","Warehouse_CHI","Los Angeles","Amazon Logistics","Sunday",2023-10-15,2023-10-19,4,544,22,86.67
"0","Warehouse_DEN","Los Angeles","Amazon Logistics","Tuesday",2023-08-01,2023-08-03,2,637,20.8,99.54
"0","Warehouse_ATL","Minneapolis","LaserShip","Sunday",2023-01-22,2023-01-24,2,507,5.5,70.39
"0","Warehouse_DEN","Atlanta","UPS","Monday",2023-07-03,2023-07-10,7,2009,14,260.56
"1","Warehouse_DEN","New York","LaserShip","Sunday",2023-06-25,2023-07-05,10,852,12,113.5
"0","Warehouse_ATL","New York","DHL","Sunday",2023-04-16,2023-04-22,6,2010,24.9,297.44
"0","Warehouse_CHI","Chicago","DHL","Friday",2023-04-28,2023-04-30,2,487,5.8,71.35
"0","Warehouse_MIA","Portland","FedEx","Monday",2023-06-19,2023-06-23,4,1369,20.4,211.34
"0","Warehouse_SF","Chicago","DHL","Thursday",2023-11-30,2023-12-07,7,1542,38,286.58
"0","Warehouse_HOU","Portland","DHL","Tuesday",2023-11-28,2023-12-04,6,1838,18.7,326.9
"0","Warehouse_LA","Denver","OnTrac","Tuesday",2023-03-28,2023-03-31,3,1364,13.7,175.73
"0","Warehouse_SEA","Atlanta","DHL","Sunday",2023-03-26,2023-03-29,3,173,38.7,77.84
"0","Warehouse_NYC","Miami","DHL","Saturday",2023-10-14,2023-10-20,6,2343,23.4,356.56
"0","Warehouse_ATL","Detroit","DHL","Friday",2023-11-24,2023-11-26,2,505,11.1,109.93
"0","Warehouse_SEA","Minneapolis","LaserShip","Sunday",2023-10-08,2023-10-09,1,206,30.6,62.81
"0","Warehouse_SEA","New York","DHL","Wednesday",2023-12-20,2023-12-26,6,1656,6.6,289.77
"0","Warehouse_HOU","San Francisco","USPS","Sunday",2023-01-29,2023-01-31,2,377,13.2,57.43
"0","Warehouse_SF","Dallas","OnTrac","Friday",2023-09-01,2023-09-06,5,1631,34,255.91
"0","Warehouse_ATL","Denver","FedEx","Tuesday",2023-10-17,2023-10-19,2,403,11,68.25
"0","Warehouse_ATL","San Francisco","UPS","Thursday",2023-08-10,2023-08-14,4,1591,4.9,197.9
"0","Warehouse_CHI","Atlanta","DHL","Saturday",2023-01-21,2023-01-24,3,611,19.8,117.68
"0","Warehouse_CHI","Seattle","UPS","Monday",2023-06-05,2023-06-09,4,1911,17.7,258.44
"0","Warehouse_SF","Chicago","LaserShip","Monday",2023-03-20,2023-03-24,4,1111,42.4,171.56
"0","Warehouse_CHI","Seattle","LaserShip","Saturday",2023-07-29,2023-08-01,3,1162,14.5,160.17
"0","Warehouse_LA","Houston","OnTrac","Thursday",2023-05-25,2023-05-26,1,146,30.6,48.89
"0","Warehouse_CHI","Atlanta","LaserShip","Tuesday",2023-02-14,2023-02-18,4,1865,12.1,228.01
"1","Warehouse_DEN","Los Angeles","OnTrac","Wednesday",2023-04-19,2023-05-04,15,1659,10.2,201.85
"0","Warehouse_DEN","Boston","DHL","Tuesday",2023-04-18,2023-04-22,4,1924,10.4,266.13
"1","Warehouse_BOS","Minneapolis","DHL","Saturday",2023-02-18,2023-02-28,10,302,19.1,70.45
"0","Warehouse_BOS","Boston","USPS","Thursday",2023-01-05,2023-01-09,4,1782,111,301.2
"1","Warehouse_HOU","San Francisco","Amazon Logistics","Friday",2023-05-19,2023-05-22,3,854,47.3,144.28
"0","Warehouse_CHI","Portland","LaserShip","Wednesday",2023-01-11,2023-01-17,6,2469,24.2,314.11
"0","Warehouse_CHI","San Francisco","Amazon Logistics","Friday",2023-10-20,2023-10-25,5,794,67.2,183.1
"1","Warehouse_HOU","Portland","FedEx","Wednesday",2023-03-08,2023-03-09,1,528,5.8,83.76
"0","Warehouse_SF","Minneapolis","USPS","Monday",2023-04-17,2023-04-23,6,1908,11.5,219.67
"1","Warehouse_ATL","Phoenix","OnTrac","Friday",2023-04-21,2023-05-07,16,1800,41.9,260.33
"0","Warehouse_NYC","Denver","FedEx","Tuesday",2023-07-25,2023-07-27,2,713,22.9,123.35
"0","Warehouse_BOS","Denver","FedEx","Saturday",2023-05-13,2023-05-16,3,306,30.6,83.44
"0","Warehouse_NYC","San Francisco","LaserShip","Saturday",2023-07-08,2023-07-11,3,302,41.7,91.23
"0","Warehouse_CHI","Houston","LaserShip","Friday",2023-07-07,2023-07-13,6,1655,35.4,217.42
"0","Warehouse_CHI","Detroit","UPS","Tuesday",2023-03-07,2023-03-10,3,283,36.4,74.25
"0","Warehouse_DEN","Miami","DHL","Friday",2023-02-03,2023-02-11,8,2239,7.4,348.3
"0","Warehouse_NYC","San Francisco","USPS","Saturday",2023-12-30,2024-01-06,7,2003,6.4,256.19
"0","Warehouse_NYC","San Francisco","UPS","Tuesday",2023-01-03,2023-01-08,5,1553,9.8,223.01
"0","Warehouse_MIA","Seattle","LaserShip","Saturday",2023-07-22,2023-07-26,4,717,47.6,156.85
"1","Warehouse_ATL","Minneapolis","Amazon Logistics","Saturday",2023-08-19,2023-08-26,7,1843,29.2,279.85
"0","Warehouse_BOS","Phoenix","USPS","Wednesday",2023-04-26,2023-04-29,3,487,11.5,62.46
"0","Warehouse_DEN","Miami","USPS","Monday",2023-03-27,2023-03-30,3,1061,7.5,141.08
"0","Warehouse_NYC","Detroit","OnTrac","Wednesday",2023-10-04,2023-10-06,2,585,10,85.04
"0","Warehouse_NYC","Denver","FedEx","Wednesday",2023-03-22,2023-03-24,2,691,12.2,109.31
"0","Warehouse_SEA","Detroit","Amazon Logistics","Sunday",2023-12-31,2024-01-02,2,1097,12.1,163.06
"0","Warehouse_ATL","Phoenix","UPS","Wednesday",2023-07-05,2023-07-08,3,390,100.9,172.46
"0","Warehouse_ATL","Boston","Amazon Logistics","Friday",2023-07-21,2023-07-27,6,2216,29.2,323.13
"0","Warehouse_SF","Phoenix","DHL","Friday",2023-02-03,2023-02-10,7,1229,34.4,214.6
"0","Warehouse_LA","New York","USPS","Monday",2023-12-18,2023-12-23,5,807,32.6,164.69
"0","Warehouse_NYC","Dallas","USPS","Saturday",2023-11-18,2023-11-23,5,1065,23.1,176.66
"0","Warehouse_BOS","Minneapolis","LaserShip","Saturday",2023-05-20,2023-05-23,3,1408,14,184.53
"0","Warehouse_BOS","Denver","DHL","Saturday",2023-04-01,2023-04-04,3,635,71.7,188.04
"0","Warehouse_CHI","Denver","USPS","Friday",2023-11-24,2023-12-24,30,1000,10.7,152.15
"0","Warehouse_DEN","Denver","FedEx","Monday",2023-12-11,2023-12-12,1,323,70.6,151.86
"0","Warehouse_SF","Phoenix","DHL","Sunday",2023-08-20,2023-08-25,5,1340,54.4,266.93
"0","Warehouse_BOS","Atlanta","OnTrac","Wednesday",2023-05-17,2023-05-21,4,451,20.1,74.85
"0","Warehouse_DEN","San Francisco","OnTrac","Monday",2023-05-01,2023-05-05,4,1360,11.3,176.58
"0","Warehouse_MIA","Los Angeles","OnTrac","Wednesday",2023-12-27,2024-01-01,5,2212,14.8,318.26
"0","Warehouse_LA","Portland","DHL","Wednesday",2023-08-02,2023-08-08,6,2293,28.4,390.3
"0","Warehouse_MIA","Portland","UPS","Wednesday",2023-11-22,2023-11-28,6,1711,28.1,303.53
"0","Warehouse_ATL","Seattle","FedEx","Saturday",2023-08-05,2023-08-09,4,1058,153,334.41
"0","Warehouse_MIA","San Francisco","DHL","Thursday",2023-08-31,2023-09-03,3,580,14.2,101.86
"0","Warehouse_NYC","Detroit","FedEx","Sunday",2023-10-08,2023-10-13,5,1463,34,228.26
"1","Warehouse_SF","New York","LaserShip","Tuesday",2023-03-07,2023-03-20,13,615,30.1,101.62
"0","Warehouse_SF","Atlanta","LaserShip","Saturday",2023-04-15,2023-04-19,4,1487,79.1,264.42
"0","Warehouse_HOU","Dallas","OnTrac","Thursday",2023-07-13,2023-07-16,3,1472,8.1,188.86
"0","Warehouse_NYC","Phoenix","OnTrac","Thursday",2023-08-24,2023-09-23,30,787,22.7,110.05
"0","Warehouse_BOS","Houston","DHL","Friday",2023-09-08,2023-09-11,3,1364,21.8,202.57
"0","Warehouse_LA","Los Angeles","FedEx","Tuesday",2023-05-09,2023-05-13,4,1377,12,178.39
"0","Warehouse_SEA","San Francisco","UPS","Tuesday",2023-02-07,2023-02-12,5,1332,11.3,199.25
"0","Warehouse_HOU","Phoenix","USPS","Monday",2023-08-21,2023-08-25,4,1209,21.5,154.34
"0","Warehouse_BOS","Minneapolis","DHL","Wednesday",2023-11-08,2023-11-13,5,2300,17.8,407.33
"0","Warehouse_CHI","Denver","UPS","Sunday",2023-05-28,2023-06-01,4,1000,15.8,152.2
"0","Warehouse_SEA","Seattle","LaserShip","Tuesday",2023-09-05,2023-09-09,4,670,11.8,88.65
"0","Warehouse_SEA","Boston","DHL","Monday",2023-05-01,2023-05-07,6,2379,11.6,359.48
"0","Warehouse_BOS","San Francisco","OnTrac","Wednesday",2023-09-27,2023-09-28,1,274,13.8,50.83
"0","Warehouse_SF","Boston","UPS","Saturday",2023-05-06,2023-05-10,4,1438,33.3,236.83
"0","Warehouse_DEN","Seattle","USPS","Tuesday",2023-08-22,2023-08-27,5,2309,13.2,269.86
"0","Warehouse_LA","Chicago","Amazon Logistics","Wednesday",2023-05-24,2023-05-28,4,1581,29.9,235.86
"0","Warehouse_NYC","New York","LaserShip","Thursday",2023-03-30,2023-04-02,3,932,16.1,127.74
"0","Warehouse_HOU","Minneapolis","DHL","Thursday",2023-10-19,2023-10-20,1,185,10.8,197.9
"1","Warehouse_BOS","Portland","Amazon Logistics","Tuesday",2023-09-12,2023-09-27,15,770,16,110.54
"0","Warehouse_BOS","Atlanta","UPS","Monday",2023-03-06,2023-03-11,5,1541,26.2,212.17
"0","Warehouse_MIA","Chicago","FedEx","Friday",2023-07-21,2023-07-24,3,974,18.4,149.34
"0","Warehouse_CHI","Denver","FedEx","Friday",2023-08-18,2023-08-20,2,1000,22.3,151.26
"0","Warehouse_NYC","Miami","Amazon Logistics","Monday",2023-09-25,2023-09-26,1,190,21.1,49.13
"1","Warehouse_ATL","Minneapolis","OnTrac","Friday",2023-06-30,2023-07-11,11,1140,7.7,157.65
"1","Warehouse_SF","Miami","LaserShip","Tuesday",2023-03-28,2023-04-03,6,1646,23.1,232.72
"0","Warehouse_SEA","Miami","FedEx","Tuesday",2023-10-10,2023-10-17,7,2200,15.5,303.18
"0","Warehouse_DEN","Phoenix","OnTrac","Thursday",2023-12-28,2024-01-02,5,2246,6.8,343.72
"0","Warehouse_HOU","Boston","UPS","Monday",2023-10-23,2023-10-24,1,295,40.9,86.69
"0","Warehouse_LA","New York","UPS","Sunday",2023-05-28,2023-05-30,2,458,29.3,95.51
"1","Warehouse_ATL","Detroit","LaserShip","Saturday",2023-08-19,2023-08-29,10,2386,23.9,321.25
"0","Warehouse_BOS","Miami","Amazon Logistics","Sunday",2023-02-19,2023-02-23,4,1396,48.5,220.96
"0","Warehouse_CHI","Phoenix","OnTrac","Friday",2023-12-15,2023-12-20,5,890,39.7,186.77
"1","Warehouse_HOU","New York","Amazon Logistics","Friday",2023-04-28,2023-05-04,6,916,27.7,131.18
"0","Warehouse_SF","Chicago","LaserShip","Tuesday",2023-07-25,2023-07-27,2,496,18.8,80.05
"0","Warehouse_NYC","San Francisco","USPS","Monday",2023-09-18,2023-09-27,9,2488,9.7,284.71
"0","Warehouse_BOS","Dallas","DHL","Friday",2023-06-16,2023-06-20,4,1507,34.9,261.45
"0","Warehouse_DEN","Portland","LaserShip","Monday",2023-12-25,2023-12-26,1,148,22.3,197.9
"0","Warehouse_HOU","Dallas","Amazon Logistics","Wednesday",2023-05-31,2023-06-02,2,599,28.2,103.67
"0","Warehouse_DEN","Denver","DHL","Wednesday",2023-08-09,2023-08-10,1,234,11.4,44.4
"0","Warehouse_SF","San Francisco","DHL","Wednesday",2023-05-31,2023-06-08,8,1974,10.8,271.64
"0","Warehouse_CHI","San Francisco","Amazon Logistics","Friday",2023-08-25,2023-08-31,6,2271,12.2,259.25
"0","Warehouse_SF","Miami","FedEx","Tuesday",2023-08-29,2023-09-02,4,1599,22.8,221.62
"0","Warehouse_CHI","Minneapolis","DHL","Saturday",2023-06-17,2023-06-22,5,977,15.1,142.08
"0","Warehouse_NYC","Denver","Amazon Logistics","Tuesday",2023-10-03,2023-10-06,3,1311,11.3,154.45
"0","Warehouse_CHI","Los Angeles","Amazon Logistics","Tuesday",2023-05-16,2023-05-18,2,268,64.7,105.03
"0","Warehouse_DEN","San Francisco","USPS","Monday",2023-09-25,2023-09-29,4,1466,64.8,258.52
"0","Warehouse_ATL","Chicago","DHL","Friday",2023-03-03,2023-03-12,9,2181,21.2,312.87
"0","Warehouse_HOU","Houston","OnTrac","Friday",2023-01-06,2023-01-08,2,379,13.4,62.54
"0","Warehouse_HOU","Portland","USPS","Tuesday",2023-10-31,2023-11-03,3,123,9.2,22.1
"0","Warehouse_SF","Houston","LaserShip","Monday",2023-06-12,2023-06-15,3,1203,35.4,197.9
"0","Warehouse_ATL","Phoenix","USPS","Saturday",2023-06-03,2023-06-06,3,501,41.9,108.73
"1","Warehouse_SF","Minneapolis","Amazon Logistics","Thursday",2023-12-28,2024-01-01,4,1034,10.3,164.78
"1","Warehouse_SF","San Francisco","DHL","Sunday",2023-12-24,2024-01-08,15,655,14.8,137.77
"0","Warehouse_SEA","Minneapolis","OnTrac","Saturday",2023-09-30,2023-10-02,2,552,17.9,87.69
"0","Warehouse_CHI","Miami","FedEx","Saturday",2023-05-13,2023-05-17,4,1350,179.1,216.48
"0","Warehouse_LA","Minneapolis","FedEx","Thursday",2023-11-23,2023-11-29,6,2181,36.3,439.48
"0","Warehouse_ATL","Minneapolis","DHL","Sunday",2023-06-04,2023-06-10,6,2466,5.8,338.34
"0","Warehouse_SF","Phoenix","OnTrac","Sunday",2023-05-07,2023-05-12,5,636,5.6,78.42
"0","Warehouse_CHI","Detroit","USPS","Saturday",2023-12-02,2023-12-04,2,283,14.1,58.04
"0","Warehouse_SF","Miami","Amazon Logistics","Friday",2023-04-28,2023-04-30,2,208,12,43.35
"0","Warehouse_LA","Seattle","LaserShip","Thursday",2023-11-23,2023-11-26,3,1135,51,197.9
"0","Warehouse_SEA","Atlanta","OnTrac","Saturday",2023-06-17,2023-06-20,3,1442,25.2,190.12
"0","Warehouse_LA","New York","LaserShip","Saturday",2023-05-06,2023-05-09,3,295,24.1,70.43
"0","Warehouse_BOS","Denver","OnTrac","Sunday",2023-10-29,2023-11-06,8,1720,17.5,240.07
"0","Warehouse_HOU","Boston","OnTrac","Thursday",2023-06-15,2023-06-18,3,912,46.3,155.66
"1","Warehouse_BOS","Miami","LaserShip","Friday",2023-06-16,2023-06-23,7,2129,25.6,287.97
"0","Warehouse_ATL","Miami","OnTrac","Wednesday",2023-03-29,2023-03-30,1,305,41.5,85.01
"0","Warehouse_MIA","Seattle","DHL","Monday",2023-09-25,2023-09-29,4,1894,17.4,305.83
"1","Warehouse_SEA","Boston","OnTrac","Tuesday",2023-01-03,2023-01-07,4,1941,184.3,497.31
"0","Warehouse_BOS","Atlanta","LaserShip","Thursday",2023-08-24,2023-08-30,6,2250,50.5,323.77
"0","Warehouse_MIA","Detroit","LaserShip","Saturday",2023-09-16,2023-09-23,7,2105,9,261.35
"1","Warehouse_SF","Houston","DHL","Wednesday",2023-12-20,2023-12-27,7,397,10.5,81.73
"0","Warehouse_DEN","Miami","Amazon Logistics","Tuesday",2023-01-10,2023-01-14,4,392,6.7,54.04
"1","Warehouse_SF","Houston","OnTrac","Tuesday",2023-07-11,2023-07-25,14,979,9,126.74
"1","Warehouse_CHI","Portland","USPS","Tuesday",2023-03-14,2023-03-22,8,1427,15.1,193.28
"0","Warehouse_SF","Dallas","OnTrac","Thursday",2023-01-26,2023-01-31,5,1956,20.7,254.82
"0","Warehouse_NYC","Houston","USPS","Friday",2023-11-24,2023-11-29,5,863,18.1,132.04
"0","Warehouse_SEA","New York","USPS","Saturday",2023-04-22,2023-04-29,7,2347,22.1,305.98
"0","Warehouse_SEA","Houston","DHL","Thursday",2023-04-27,2023-05-01,4,919,28.8,151.25
"0","Warehouse_LA","Boston","OnTrac","Tuesday",2023-11-21,2023-11-24,3,176,46.2,94.64
"0","Warehouse_SEA","Detroit","DHL","Wednesday",2023-07-26,2023-07-31,5,2055,49.5,383.77
"0","Warehouse_HOU","Chicago","UPS","Monday",2023-04-10,2023-04-14,4,1732,39.2,293.51
"0","Warehouse_HOU","Los Angeles","USPS","Wednesday",2023-10-04,2023-10-09,5,1439,17.7,168.61
"0","Warehouse_HOU","Minneapolis","FedEx","Thursday",2023-03-30,2023-04-01,2,860,27.9,138.4
"0","Warehouse_SF","Atlanta","DHL","Monday",2023-01-16,2023-01-21,5,2171,4.6,291.01
"0","Warehouse_MIA","Detroit","UPS","Thursday",2023-03-09,2023-03-16,7,2029,13.6,261.01
"0","Warehouse_CHI","Chicago","LaserShip","Tuesday",2023-03-07,2023-03-11,4,136,137.5,165.56
"0","Warehouse_DEN","Minneapolis","Amazon Logistics","Thursday",2023-04-20,2023-04-27,7,2247,17.1,303.85
"0","Warehouse_SF","Denver","UPS","Thursday",2023-12-07,2023-12-08,1,131,25.9,60.74
"0","Warehouse_CHI","Denver","DHL","Tuesday",2023-10-03,2023-10-07,4,1000,18.3,172.23
"0","Warehouse_DEN","Denver","OnTrac","Wednesday",2023-12-20,2023-12-22,2,152,6.8,30.04
"0","Warehouse_DEN","Phoenix","FedEx","Wednesday",2023-12-20,2023-12-21,1,224,34.7,86.21
"1","Warehouse_LA","Houston","OnTrac","Saturday",2023-07-01,2023-07-13,12,882,36.8,150.78
"0","Warehouse_MIA","San Francisco","Amazon Logistics","Thursday",2023-12-07,2023-12-11,4,1229,28.7,238.39
"0","Warehouse_ATL","Atlanta","FedEx","Monday",2023-01-16,2023-01-19,3,1305,8.1,171.35
"0","Warehouse_NYC","Seattle","DHL","Thursday",2023-07-27,2023-07-30,3,344,34.6,91.64
"0","Warehouse_SEA","Denver","UPS","Monday",2023-08-07,2023-08-11,4,1071,52.4,194.19
"0","Warehouse_SEA","Chicago","OnTrac","Wednesday",2023-12-06,2023-12-13,7,1369,10.8,225.38
"0","Warehouse_LA","Los Angeles","UPS","Saturday",2023-04-22,2023-04-27,5,2056,16.5,282.23
"0","Warehouse_HOU","Chicago","USPS","Tuesday",2023-12-19,2023-12-23,4,1240,108.5,299.16
